code,rcn,title
ENV.2012.6.4-2,"18149","Long-term monitoring experiment in geologically active regions of Europe prone to natural hazards: the Supersite concept"
SME,"11727","Research for the benefit of SMEs"
NMP.2012.4.1-3,"18270","Development of advanced magnetic materials without, or with reduced use of, critical raw materials"
ENV.2012.6.2-3,"18137","Innovative Tools for Understanding and Assessing Good Environmental Status (GES) of Marine Waters ('The Ocean for Tomorrow')"
SST.2012.3.1-4.,"18088","Automated urban vehicles"
NMP-2008-4.0-3,"13063","Nano-technology enabled applications for integrated, cost-effective volume production "
ENV.2012.6.3-5,"18146","Coordination action in support to the Joint Programming Initiative on 'Water Challenges for a Changing world'"
NMP.2012.2.2-5,"18258","Halogen-free flame retardant materials"
NMP.2012.1.4-2,"18247","Hierarchical assembly of nano-scale building blocks"
GC.NMP.2012-2,"18211","Innovative advanced lightweight materials for the next generation of environmentally-friendly electric vehicles"
HEALTH.2010.4.2-9-2,"12599","Exploitation of organ-simulating cellular devices as alternatives for long-term toxicity testing. FP7-HEALTH-2010-Alternative-Testing-Strategies"
HEALTH.2012.4.1-6,"18342","Setting health-related development goals beyond 2015"
JTI-CS-2012-1-ECO-01-043,"17802","Process Investigations for Liquid Resin Impregnation (LRI) and Out-of-autoclave (OoA) curing of composites"
JTI-CS-2012-1-ECO-01-048,"17807","End of life aircraft material identifiication by Laser-Induced Breakdown Spectroscopy"
JTI-CS-2012-1-ECO-01-046,"17805","End of life aircraft material identification and material ageing characterization by Raman Spectrometry"
AAT.2013.8-1.,"19247","Coordinated call with Russia"
JTI-CS-2012-1-ECO-01-044,"17803","Methodology Toolbox for Accelerated Fatigue Testing of Fiber Reinforced Laminates"
HEALTH.2012.2.4.4-2,"18329","Observational trials in rare diseases"
GC.SST.2012.2-2.,"18112","Complete vehicle energy management"
GC.SST.2012.1-6.,"18108","Advanced energy simulation and testing for Fully Electric Vehicles (FEV)"
GC.SST.2012.3-1.,"18115","Towards sustainable interconnected logistics - development of standardised and modular solutions for freight transport vehicles, loading units and transhipment equipment"
GC.SST.2012.3-3.,"18117","Platform for continuous intermodal freight transport strategic research and innovation"
GC.SST.2012.3-4.,"18118","Green hubs enabling co-modal network design"
ERC-OA-2012-Gender,"17679","Gender aspects in career structures and career paths"
EeB.ENV.2012.6.6-2,"18158","Concepts and solutions for improving energy efficiency of historic buildings, in particular at urban district scale"
INCO.2012-1.1,"17613","Sub-Saharan Africa"
HEALTH.2012.2.1.2-2,"18375","Systems medicine: Applying systems biology approaches for understanding multifactorial human diseases and their co-morbidities"
HEALTH.2012.2.4.4-3,"18330","Best practice and knowledge sharing in the clinical management of rare diseases"
HEALTH.2012.2.3.2-2,"18381","Co-morbidity between infectious and non-communicable diseases"
ENERGY.2012.7.1.3,"18228","Empowering smart customers to participate in active demand and energy system efficiency"
ENERGY.2012.10.2.1,"18208","Future Emerging Technologies"
ENERGY.2010.2.1-1,"12948","Further development of very thin wafer based c-Si photovoltaics"
PEOPLE-2007-1-1-ITN,"11213","Marie Curie Action: "" Networks for Initial Training"""
HEALTH.2012.2.2.2-1,"18377","Integrative systems biology and comparative genomics for studying human ageing and/or most common age-related diseases"
HEALTH.2012.2.1.1-1-C,"18371","Databases, biobanks and 'clinical bio-informatics' hub for rare diseases"
ENERGY.2012.2.1.1,"18212","Reliable, cost-effective, highly performing PV systems"
GC.SST.2012.2-1.,"18111","Extreme low rolling resistance tyres"
JTI-CS-2012-1-ECO-01-045,"17804","Process scale up for recovery and recycling of glass-fiber a/c insulation material in pilot scale"
JTI-CS-2012-1-ECO-01-049,"17808","Direct Manufacturing of stator vanes through electron beam melting"
ENERGY.2012.10.1.2,"18207","ERA-NET on Solar Electricity: Implementation of the Solar Energy Industry Initiative (ERA-NET)"
SP1-JTI-ARTEMIS-2011-3,"16857","Embedded systems in Smart environments"
NMP.2012.2.1-2,"18252","Fine chemicals from CO2"
GC.SST.2012.1-2.,"18104","Smart infrastructures and innovative services for electric vehicles in the urban grid and road environment"
SST.2012.2.5-2.,"18083","Europe to Asia: rail research collaboration"
SST.2012.3.1-1.,"18085","Research actions regarding the accessibility of transport systems"
NMP.2012.4.0-3,"18265","ERA-NET Plus on Innovation in the forest-based sector for increasing resource efficiency and tackling climate change with competitive customer solutions"
KBBE.2012.1.2-08,"18353","Innovation in the forest-based sector for increasing resource efficiency and tackling climate change with competitive customer solutions"
JTI-CS-2010-4-SAGE-04-002,"16839","Development of near net shape isothermal forging process for gamma-TiAl low pressure turbine blades"
FP7-PEOPLE-2012-IAPP,"17623","Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
JTI-CS-2011-1-SAGE-03-010,"17883","Steel casting process advancement"
NMP.2012.2.2-2,"18255","Materials for data storage"
NMP.2012.4.0-1,"18263","Novel materials and design-based solutions for the creative industry"
JTI-CS-2011-3-SGO-03-016,"17776","Development of an Electronic Fligth Bag platform with integrated A-WXR and Q-AI Agents SW"
JTI-CS-2011-3-SFWA-02-021,"17854","Fixed Leading Edge Structure and Systems Demonstrator for a Business Jet laminar wing"
NMP.2012.2.2-6,"18259","Photocatalytic materials for depollution"
SSH.2012.3.2-4,"18017","Drug demand and supply reduction (ERA-Net)"
ENERGY.2012.8.1.1,"18233","Next generation heat pump technologies"
ENERGY.2012.2.3.1,"18214","Innovative wind conversion systems (10-20MW) for offshore applications"
HEALTH-2012.2.3.1-1,"18379","Coordination action in support to the Joint Programming Initiative on 'The microbial challenge – An emerging threat to human health'"
ENERGY.2012.7.1.1,"18226","Integration of variable distributed resources in distribution networks"
JTI-CS-2011-1-SFWA-02-015,"17848","Ground Based Structural and Systems Demonstrator Phase 3 – Component and sub-system manufacture"
HEALTH.2012.2.1.1-2,"18372","Validation of -omics-based biomarkers for diseases affecting the elderly"
JTI-CS-2011-2-GRC-03-009,"17908","Adaptation kit design &amp; manufacturing : APU drive"
ENERGY.2012.7.1.2,"18227","Enhancing electricity networks through use of distributed intelligence"
JTI-CS-2012-1-SAGE-02-013,"17876","Advanced Non Destructive Testing methods and equipment development for fabricated structures"
NMP-2008-2.1-2,"13056","Processing and upscaling of nanostructured materials "
NMP-2008-2.5-2,"13057","Modelling of interfaces for high performance materials design"
ENERGY.2009.2.1.1,"11346","Efficiency and material issues for thin-film photovoltaics"
JTI-CS-2012-1-ECO-01-050,"17809","Metal recycling: Recycling routes screening and design for environment"
ERC-SG,"11092","Starting Grants"
INFRA-2008-1.1.1,"12151","Bottom-up approach: Integrating Activities in all scientific and technological fields"
FP7-2008-PEOPLE-NIGHT,"11157","Marie Curie Action: ""Researchers' Night 2008"""
GA,"12192","General Activities"
FP7-PEOPLE-2009-NIGHT,"13368","Marie Curie Action: ""Researchers' Night 2009"""
KBBE-2009-1-4-10,"11794","Consolidate alliances with Asia in the field of aquaculture - Mandatory ICPC (China and other ICPC from Asia)"
KBBE-2009-1-4-11,"11795","Consolidate alliances with the Mediterranean in the field of aquaculture - Mandatory ICPC (Mediterranean Partner Countries)"
FP7-PEOPLE-COFUND-2008,"14212","Marie Curie Action: ""Co-funding of Regional, National and International Programmes"""
ENERGY.2012.5&6.2.1,"18473","Support to the coordination of stakeholders' activities in the field of Zero Emission Energy Production"
JTI-CS-2010-5-SAGE-04-007,"16841","Development of Selective Laser Melting (SLM) Simulation tool for Aero Engine applications"
SP1-JTI-FCH.2011.4.3,"17720","Research and development of 1-10kW fuel cell systems and hydrogen supply for early market applications"
HEALTH.2012.1.4-1,"18364","Innovative approaches to solid organ transplantation"
NMP.2012.1.1-1,"18239","Rational design of nano-catalysts for sustainable energy production based on fundamental understanding"
HEALTH.2012.3.4-1,"18336","Research on health systems and services in low- and middle-income countries"
SP1-JTI-FCH.2011.2.1,"17687","Demonstration of MW capacity hydrogen production and storage for balancing the grid and supply to a hydrogen refuelling station"
HEALTH.2012.2.1.2-3,"18376","Preparing for the future research and innovation activities in systems medicine"
NMP.2012.1.3-2,"18244","Modelling toxicity behaviour of engineered nanoparticles"
NMP.2012.3.0-1,"18261","Highly efficient chemical syntheses using alternative energy forms"
NMP.2012.2.1-3,"18253","Self-healing materials for prolonged lifetime"
ICT-2011.9.10,"18685","FET Proactive: Fundamentals of Collective Adaptive Systems (FOCAS)"
ENERGY.2012.3.2.2,"18221","Development and testing of advanced sustainable bio-based fuels for air transport"
INFRA-2012-2.2.1.,"17579","EU-SOLARIS - The European SOLAR Research Infrastructure for Concentrating Solar Power"
ICT-2011.9.11,"18673","FET Proactive: Neuro-Bio-Inspired Systems (NBIS)"
INFRA-2012-1.1.4.,"17555","Mouse archives and centres for phenotyping mouse models"
SSH.2012.2.2-3,"18011","New types of offence in a globalised world: the case of environmental crime"
ENERGY.2012.7.3.2,"18231","Facilitating the deployment of safe stationary batteries"
ENERGY.2012.5.2.1,"18224","Sizeable pilot tests for CO2 geological storage"
ENERGY.2012.7.2.1,"18229","Planning for European Electricity Highways to ensure the reliable delivery of renewable electricity and pan-European market integration"
ENERGY.2012.3.2.1,"18220","Biofuels from microalgae or macroalgae"
SST.2012.1.1-3.,"18076","Management of energy in railway systems"
INFRA-2012-1.1.25.,"17576","Research Infrastructures for optical/IR astronomy"
SST.2012.2.4-1.,"18079","Planning rail towards 2050"
JTI-CS-2012-1-ECO-01-053,"17812","Disintegration of fibre-reinforced composites by electrodynamic fragmentation technique"
NMP.2012.1.2-1,"18240","Nanotechnology solutions for in-situ soil and groundwater remediation"
NMP.2012.2.2-3,"18256","Advanced materials for high-temperature power generation"
NMP.2012.4.1-2,"18269","Innovative recycling technologies of key metals in high-tech applications"
SST.2012.6-1.,"18101","ERA-NET ‘Transport III’"
JTI-CS-2012-1-SGO-02-042,"17770","Study and development of a carbon sleeve made by filament winding and directly wound on an electric motor rotor"
JTI-CS-2012-1-ECO-01-052,"17811","Development of a fully automated preforming line for the production of 3-D shaped composite dry fiber profiles"
ICT-2011.8.2,"16679","ICT for access to cultural resources"
SP1-JTI-FCH.2011.1.6,"17829","Investigation of degradation phenomena"
SP1-JTI-FCH.2011.3.6,"17707","Field demonstration of large stationary fuel cell systems for distributed generation and other relevant commercial or industrial applications"
AAT.2012.3.5-2.,"18186","Integrated approach and demonstration of safe operations under crew peak workload / reduced crew configuration"
NMP.2012.2.1-1,"18251","Joining dissimilar materials (excluding applications specific only to healthcare)"
NMP.2012.2.2-4,"18257","Cost-effective materials for larger blades for off-shore wind energy applications"
INFRA-2012-1.1.3.,"17554","Research infrastructures for archaeological datasets and related technologies"
JTI-CS-2012-1-SGO-03-014,"17778","Smart Operations on Ground (SOG) power electronics with energy recycling system"
NMP.2012.4.1-1,"18268","New environmentally friendly approaches in minerals processing"
INCO.2012-1.2,"17614","Latin America and the Caribbean region"
Fission-2012-3.1.1,"17519","Contribution to low-dose risk research in Europe"
Fission-2012-2.3.1,"17517","R&amp;D activities in support of the implementation of the Strategic Research Agenda of SNE-TP"
Fission-2012-1.1.2,"17513","Support to the technical secretariat of the Implementing Geological Disposal Technology Platform"
JTI-CS-2012-1-GRA-01-044,"17927","Design, development and realization of a novel micro-wave based curing device for out-of-autoclave carbon fiber reinforced composite components manufacturing"
Fission-2012-5.1.1,"17522","Euratom Fission Training Schemes (EFTS) in 'Nuclear Fission, Safety and Radiation Protection'"
JTI-CS-2011-1-SAGE-02-006,"17869","Pitch Change Mechanism key technologies maturation"
